product_id,product_name,product_category,product_brand,units_on_hand,unit_cost,tied_up_capital,daily_velocity,last_sale_date,oldest_unit_age_days,days_since_last_sale,days_of_supply,inventory_status
18524,SKINS Men's A400 Short Sleeve Top,Active,Skins,12,29.52,354.2,0.0,,1757,,,Dead Stock
22112,Ed Garments Men's Pleated Value Rubberized Waistband Pant. 2695,Pants,Ed Garments,21,16.87,354.17,0.022222222222222223,2026-04-21,1995,5,945.0,Overstock
28048,Speedo Men's Fractal Point Splice Xtra Life Lycra Jammer,Swim,Speedo,12,29.51,354.17,0.0,,2302,,,Dead Stock
23515,Burnside Men's Choir Novelty Short,Shorts,Burnside,22,16.1,354.17,0.011111111111111112,2026-03-03,2099,54,1980.0,Overstock
23667,Columbia Men's Glennaker Lake Rain Jacket,Outerwear & Coats,Columbia,13,27.24,354.12,0.011111111111111112,2026-03-06,2082,51,1170.0,Overstock
18465,2XU Men's Elite Compression Performance Sock,Active,2XU,13,27.24,354.12,0.0,,1970,,,Dead Stock
14462,Atlas Band Combo: Pregnancy Band and Postpartum Accessory,Maternity,Atlas,8,44.26,354.05,0.0,,2289,,,Dead Stock
20103,Black Tuxedo Vest-Finest Quality Satin! with Free Windsor Band Tie Black Satin,Suits & Sport Coats,SmartTuxedo,14,25.29,354.05,0.03333333333333333,2026-04-05,2230,21,420.0,Overstock
17542,Metal Mulisha Men's Hostile Pullover Fleece,Fashion Hoodies & Sweatshirts,Metal Mulisha,11,32.18,354.02,0.011111111111111112,2026-03-21,2254,36,990.0,Overstock
27699,Body Glove Men's Vaporskin Amphibious Hybrid Boardshort,Swim,Body Glove,8,44.25,354.0,0.0,,2049,,,Dead Stock
19532,Bloomingdales Mens Store Pure Cashmere Polo Sweater 3-Buttons Black Long Sleeves,Sweaters,BLOOMINGDALES,10,35.4,354.0,0.011111111111111112,2026-04-21,2024,5,900.0,Overstock
9905,Sleepyheads Penguins Flannel Lounger Pyjama,Sleep & Lounge,Sleepyeads,14,25.28,353.98,0.0,,2237,,,Dead Stock
17771,ELIXIR Forefront Mens Jacket,Fashion Hoodies & Sweatshirts,Elixir,12,29.49,353.93,0.0,,2056,,,Dead Stock
20574,Levi's Men's 508 Regular Taper Denim Jeans,Jeans,Levi's,10,35.39,353.92,0.022222222222222223,2026-04-14,2033,12,450.0,Overstock
16596,Armani Exchange Splatter Logo V-Neck Tee,Tops & Tees,A:X Armani Exchange,20,17.7,353.92,0.011111111111111112,2026-04-22,1967,4,1800.0,Overstock
9672,Classic Long Satin Robe with Contrast Trim,Sleep & Lounge,Alexander Del Rossa,15,23.59,353.91,0.0,,2025,,,Dead Stock
24168,Walls Men's Western Canvas Barn Coat,Outerwear & Coats,Walls,18,19.66,353.89,0.011111111111111112,2026-03-18,1950,39,1620.0,Overstock
17729,Metal Mulisha Men's Honors Hoodie,Fashion Hoodies & Sweatshirts,Metal Mulisha,13,27.22,353.88,0.0,,2022,,,Dead Stock
16261,Billabong - Billabong Tee - BBR,Tops & Tees,Billabong,19,18.62,353.83,0.022222222222222223,2026-03-17,2277,40,855.0,Overstock
26489,American Essentials Men's Luxurious Spa Robe,Sleep & Lounge,American Essentials,10,35.38,353.78,0.011111111111111112,2026-04-20,2166,6,900.0,Overstock
7716,Trina Turk Women's Ophelia Jacket,Blazers & Jackets,Trina Turk,10,35.37,353.73,0.0,,1619,,,Dead Stock
7267,Only Hearts Women's Petticoat Lined Mini Skirt,Skirts,Only Hearts,12,29.46,353.58,0.0,,2030,,,Dead Stock
14155,Oakley Women's Deception Metal Sunglasses,Accessories,Oakley,8,44.2,353.56,0.022222222222222223,2026-04-01,2081,25,360.0,Overstock
20528,etnies Decker Jacket - Men's,Suits & Sport Coats,Etnies,11,32.14,353.54,0.0,,2035,,,Dead Stock
12449,2Pc Bikini Set,Intimates,Roma Costume,20,17.67,353.45,0.011111111111111112,2026-03-03,2049,54,1800.0,Overstock
27794,Sons Of Anarchy Red Stripes Mens Swim Boardshorts,Swim,Sons Of Anarchy,15,23.56,353.4,0.0,,1931,,,Dead Stock
16203,Van Heusen 57850 Mens Short-Sleeve Oxford Shirt,Tops & Tees,Van Heusen,11,32.12,353.33,0.011111111111111112,2026-04-20,2298,6,990.0,Overstock
17001,Hurley Men's Combo Short Sleeve Woven Shirt,Tops & Tees,Hurley,11,32.12,353.32,0.011111111111111112,2026-03-04,1968,53,990.0,Overstock
6917,BB Dakota Cailyn Shorts,Shorts,BB Dakota,12,29.44,353.29,0.011111111111111112,2026-04-16,2271,10,1080.0,Overstock
15320,Ray-Ban Women's 4101 Jackie Ohh Sunglasses,Plus,Ray-Ban,7,50.47,353.29,0.0,,1898,,,Dead Stock
8658,Torrid Plus Size Black Hooded Pea Coat,Outerwear & Coats,Torrid,8,44.16,353.28,0.011111111111111112,2026-04-20,1918,6,720.0,Overstock
2485,adidas Women's adiFIT Regular Pant,Active,adidas,13,27.18,353.28,0.0,,2255,,,Dead Stock
17277,Quiksilver Men's Redondo Hoodie,Fashion Hoodies & Sweatshirts,Quiksilver,11,32.12,353.28,0.022222222222222223,2026-04-24,2219,2,495.0,Overstock
3087,Saucony Women's Ethereal Jacket,Active,Saucony,13,27.17,353.21,0.011111111111111112,2026-02-14,1933,71,1170.0,Overstock
4863,Wrangler Women's Aura From The Women at Wrangler Slender Stretch Jean,Jeans,Wrangler,14,25.23,353.17,0.03333333333333333,2026-04-20,2292,6,420.0,Overstock
7433,Matte Jersey A-line Skirt,Skirts,Ulla Popken,15,23.54,353.16,0.0,,2298,,,Dead Stock
20718,Wrangler Men's Wrancher Dress Jean,Jeans,Wrangler,17,20.77,353.02,0.011111111111111112,2026-03-05,2254,52,1530.0,Overstock
27728,Nautica Men's Diamond Sailstitch Boardshort,Swim,Nautica,12,29.4,352.84,0.03333333333333333,2026-04-05,2010,21,360.0,Overstock
8711,Calvin Klein Performance Women's Slick Puffer Vest,Outerwear & Coats,Calvin Klein Performance,10,35.28,352.76,0.0,,2176,,,Dead Stock
18138,Fred Perry Men's Twin Tipped Polo,Active,Fred Perry,10,35.28,352.75,0.011111111111111112,2026-03-09,2026,48,900.0,Overstock
2168,Life is good. Womens Softwash Hoodie - LIG - Sky - XS,Fashion Hoodies & Sweatshirts,Life Is Good,11,32.07,352.74,0.0,,2213,,,Dead Stock
23386,Quiksilver El Tropo Short - Men's,Shorts,Quiksilver,14,25.2,352.74,0.0,,2134,,,Dead Stock
12085,Short 100% Silk Chemise Nightgown with Chiffon Accents,Intimates,Alexander Del Rossa,14,25.19,352.73,0.0,,1875,,,Dead Stock
21709,Dockers Men's Never-Iron Essential Relaxed Fit Pleated Cuffed Pant,Pants,Dockers,11,32.07,352.73,0.0,,2187,,,Dead Stock
5119,Dockers Women's Khaki Pant With Hello Smooth,Pants & Capris,Dockers,18,19.6,352.71,0.0,,2281,,,Dead Stock
12244,Sexy Red Lace Lingerie Set - Cami Thong and Garter Belt,Intimates,Coquette,17,20.75,352.68,0.0,,2291,,,Dead Stock
10054,Karen Nueburger Women's Plus-Size Pop Long Sleeve Girlfriend Long Pajama,Sleep & Lounge,Karen Nueburger,8,44.06,352.51,0.0,,2166,,,Dead Stock
22872,IZOD Men's Oxford Flat Front Short,Shorts,IZOD,16,22.03,352.51,0.022222222222222223,2026-04-21,2262,5,720.0,Overstock
17366,Volcom Men's Slick Pullover Hoodie,Fashion Hoodies & Sweatshirts,Volcom,12,29.37,352.48,0.022222222222222223,2026-04-24,2228,2,540.0,Overstock
31,Anne Klein Women's Plus-Size Drape Neck Top,Tops & Tees,Anne Klein,10,35.23,352.34,0.011111111111111112,2026-02-07,2286,78,900.0,Overstock
6565,Sanctuary Clothing Women's The Perfect Fit Denim Short,Shorts,Sanctuary,8,44.03,352.26,0.011111111111111112,2026-04-20,2176,6,720.0,Overstock
16764,Ibex Men's Woolie Zip T-Neck Tee,Tops & Tees,Ibex,7,50.32,352.24,0.011111111111111112,2026-02-21,2112,64,630.0,Overstock
14429,Anita Maternity Women's Softcup Nursing Bra   #5062,Maternity,Anita,10,35.22,352.24,0.011111111111111112,2026-01-27,2092,89,900.0,Overstock
10215,Ruby Velour Robe,Sleep & Lounge,The Pajamagram Company,7,50.31,352.2,0.011111111111111112,2026-03-21,1344,36,630.0,Overstock
17802,Alternative Men's Frey Hoodie,Fashion Hoodies & Sweatshirts,Alternative,15,23.48,352.2,0.011111111111111112,2026-03-28,2248,29,1350.0,Overstock
8801,Allegra K Ladies Long Sleeve Flouncing Trim Collar Pleated Hem Overcoat Pink S,Outerwear & Coats,Allegra K,18,19.57,352.19,0.0,,2257,,,Dead Stock
16169,Smartwool Men's Midweight Crew,Tops & Tees,SmartWool,5,70.43,352.17,0.011111111111111112,2026-03-28,2069,29,450.0,Overstock
21901,Toddland Men's Shipwreck Pant,Pants,Toddland,13,27.09,352.12,0.011111111111111112,2026-03-26,2274,31,1170.0,Overstock
20463,Paul Malone Wedding Vest Set Cream Gold 5pcs Tuxedo Vest + Necktie + Ascot + Hanky + 2 Cufflinks,Suits & Sport Coats,Paul Malone,16,22.01,352.09,0.03333333333333333,2026-03-30,2214,27,480.0,Overstock
28179,Canyon Ridge Big & Tall Solid Swim Trunks,Swim,Canyon Ridge,20,17.6,352.08,0.022222222222222223,2026-04-11,2195,15,900.0,Overstock
11898,Le Mystere Women's Soiree Short Line Bustier Bra,Intimates,Le Mystere,8,44.0,352.02,0.011111111111111112,2026-04-25,2108,1,720.0,Overstock
4571,DL1961 Women's Angel Ankle Skinny,Jeans,DL1961,6,58.65,351.88,0.022222222222222223,2026-04-17,2082,9,270.0,Overstock
21858,Ralph Lauren Men's Flat Front Solid Black Wool Dress Pants,Pants,Ralph Lauren,10,35.19,351.86,0.011111111111111112,2026-03-03,2091,54,900.0,Overstock
21010,Wrangler Men's Genuine Loose Fit Jean,Jeans,Wrangler,18,19.55,351.86,0.022222222222222223,2026-04-19,2238,7,810.0,Overstock
7584,FactoryExtreme Cosmo Strata Women's Black Leather Blazer,Blazers & Jackets,FactoryExtreme,6,58.64,351.86,0.0,,2129,,,Dead Stock
17932,Goodie Two Sleeves Sophisticated Panda Pullover Hoodie,Fashion Hoodies & Sweatshirts,Hot Topic,13,27.06,351.82,0.03333333333333333,2026-04-19,1892,7,390.0,Overstock
5704,Anne Klein Women's Pinstripe Pant,Pants & Capris,Anne Klein,11,31.98,351.79,0.011111111111111112,2026-04-17,2206,9,990.0,Overstock
18927,Columbia Men's Roc Ii Half-Zip Sweater,Sweaters,Columbia,12,29.32,351.78,0.011111111111111112,2026-02-01,2205,84,1080.0,Overstock
22850,Jet Lag Men's Otto Cargo Short,Shorts,Jet Lag,7,50.25,351.74,0.0,,2089,,,Dead Stock
13418,Reebok Women's Curls High Neck,Swim,Reebok,9,39.07,351.59,0.011111111111111112,2026-03-16,2108,41,810.0,Overstock
17844,Tony Hawk Sherpa Hoodie,Fashion Hoodies & Sweatshirts,Tony Hawk,8,43.95,351.56,0.0,,2086,,,Dead Stock
28436,Ray-Ban Rb4147 Square Sunglasses,Accessories,Ray-Ban,9,39.06,351.54,0.0,,1967,,,Dead Stock
18034,Altamont Men's L A Zip Hooded Sweatshirt,Fashion Hoodies & Sweatshirts,Altamont,11,31.95,351.48,0.011111111111111112,2026-02-16,2278,69,990.0,Overstock
15387,Vera Bradley Accordion Wallet,Plus,Vera Bradley,14,25.1,351.46,0.0,,2254,,,Dead Stock
2173,Ed Hardy Womens Lounge Koi Heather Hoodie - Grey - X-Small,Fashion Hoodies & Sweatshirts,Ed Hardy,11,31.95,351.42,0.011111111111111112,2026-03-11,2091,46,990.0,Overstock
21003,Wrangler Men's George Strait Cowboy Cut Slim Fit Jean,Jeans,Wrangler,13,27.03,351.39,0.0,,2023,,,Dead Stock
18819,Eddie Bauer Classic Fit Cotton/Cashmere V-Neck Sweater,Sweaters,Eddie Bauer,10,35.14,351.38,0.022222222222222223,2026-02-26,2253,59,450.0,Overstock
23367,Izod Plaids (Small) Ocean Blue (grey/blue dk blue and grey) Flat Front Walking Shorts,Shorts,IZOD,16,21.96,351.36,0.044444444444444446,2026-04-21,2301,5,360.0,Overstock
13897,Ray-Ban Meteor Wayfarer Sunglasses,Accessories,Ray-Ban,6,58.56,351.36,0.0,,1946,,,Dead Stock
17698,Vans Penant Zip Snowboard Hoodie Black Mens,Fashion Hoodies & Sweatshirts,Vans,14,25.1,351.34,0.022222222222222223,2026-04-19,1782,7,630.0,Overstock
5307,Sanctuary Clothing Women's Mystic Saturday Crop Pant,Pants & Capris,Sanctuary,8,43.91,351.31,0.0,,2288,,,Dead Stock
12710,Echo Design Women's Crinkle Shirt Dress,Swim,ECHO,8,43.9,351.23,0.0,,2198,,,Dead Stock
19001,IZOD Men's Varsity Allover Stripe Sweater,Sweaters,IZOD,20,17.56,351.2,0.05555555555555555,2026-04-23,2300,3,360.0,Overstock
28004,Quiksilver Men's Laid Out Boardshort,Swim,Quiksilver,11,31.93,351.2,0.022222222222222223,2026-04-21,2233,5,495.0,Overstock
20612,Wrangler Men's Rugged Wear Classic Fit Jean,Jeans,Wrangler,19,18.48,351.12,0.011111111111111112,2026-03-15,2266,42,1710.0,Overstock
1633,Live for the Ride Highlighter horseshoe hoodie,Fashion Hoodies & Sweatshirts,Live for the Ride,19,18.48,351.12,0.011111111111111112,2026-03-17,2125,40,1710.0,Overstock
4846,Not Your Daughter's Jeans Women's Petite Marilyn Straight Leg,Jeans,Not Your Daughter's Jeans,8,43.89,351.12,0.0,,2059,,,Dead Stock
14944,Ripe Maternity Women's Windsor Wrap Knit,Maternity,Ripe Maternity,8,43.88,351.07,0.0,,2306,,,Dead Stock
13247,Womens swimsuit MW Swimwear Set Halter w/ Boyshorts 2 piece bikini multiple prints,Swim,MW,17,20.65,351.06,0.011111111111111112,2026-02-19,2192,66,1530.0,Overstock
21068,GUESS Desmond Jeans in Night Vision Wash 32 I,Jeans,GUESS,8,43.88,351.02,0.0,,1363,,,Dead Stock
23265,Oakley Cruise Hybrid 4-Way Strech Walkshort- Olive Camo,Shorts,Oakley,10,35.1,351.0,0.022222222222222223,2026-04-21,1976,5,450.0,Overstock
24945,Gold Toe Men's English Ribbed Lisle Non-Elastic Sock,Socks,Gold Toe,12,29.25,350.99,0.011111111111111112,2026-01-31,2215,85,1080.0,Overstock
27696,RVCA Men's Stitched Trunk Board Short,Swim,RVCA,10,35.09,350.92,0.0,,2251,,,Dead Stock
14952,Jules & Jim Women's New Jegging Legging,Maternity,Jules & Jim,12,29.24,350.88,0.0,,1967,,,Dead Stock
19875,Haggar Men's Birdseye Knit Soft Constructed Three Button Side Vent Sport Coat,Suits & Sport Coats,Haggar,9,38.98,350.86,0.0,,2062,,,Dead Stock
2339,Juicy Couture Velour Zip Bling Hoodie French Press Sweatshirt,Fashion Hoodies & Sweatshirts,Juicy Couture,8,43.84,350.72,0.022222222222222223,2026-04-19,2132,7,360.0,Overstock
10699,Lilyette Women's Enchantment 3 Section Full Figure Underwire Bra with Feather Lace,Intimates,Lilyette,17,20.63,350.68,0.022222222222222223,2026-02-26,1961,59,765.0,Overstock
8527,Women's Cashmere Pea Coat,Outerwear & Coats,Cashmere Boutique,5,70.13,350.67,0.0,,1663,,,Dead Stock
24054,Walls Men's Insulated Duck Jacket Coat,Outerwear & Coats,Walls,18,19.48,350.67,0.044444444444444446,2026-03-02,2153,55,405.0,Overstock
7732,Calvin Klein Women's Open Trim Jacket,Blazers & Jackets,Calvin Klein,11,31.88,350.65,0.011111111111111112,2026-04-20,1975,6,990.0,Overstock
17772,N2N Lounge Hoodie - Black,Fashion Hoodies & Sweatshirts,N2N,14,25.04,350.63,0.011111111111111112,2026-03-13,2236,44,1260.0,Overstock
28765,Costa Del Mar Brine Polarized Sunglasses - Costa 400 Glass Lens,Accessories,Costa Del Mar,5,70.1,350.5,0.011111111111111112,2026-04-08,1815,18,450.0,Overstock
28393,Outdoor Research Men's Yukon Cap,Accessories,Outdoor Research,19,18.45,350.47,0.011111111111111112,2026-04-25,2180,1,1710.0,Overstock
23141,JeansXL 515 Blue jeans cargo short 3XL - 6XL Big & Tall,Shorts,JeansXL,15,23.36,350.47,0.011111111111111112,2026-03-15,2292,42,1350.0,Overstock
27656,Quiksilver Men's Combat Drop Board Short,Swim,Quiksilver,10,35.04,350.35,0.0,,2194,,,Dead Stock
17084,Volcom Men's Mole Long Sleeve Thermal Top,Fashion Hoodies & Sweatshirts,Volcom,17,20.61,350.32,0.022222222222222223,2026-03-06,2220,51,765.0,Overstock
21884,Louis Raphael LUXE Men's Washable 100% Wool Solid Pleated Hidden Extension Dress Pant,Pants,Louis Raphael,13,26.95,350.29,0.011111111111111112,2026-04-17,2219,9,1170.0,Overstock
2943,prAna Women's Satori Pant,Active,prAna,11,31.84,350.24,0.011111111111111112,2026-04-05,2228,21,990.0,Overstock
8291,Columbia Women's Silver Falls Rain Jacket,Outerwear & Coats,Columbia,8,43.78,350.22,0.022222222222222223,2026-03-31,2189,26,360.0,Overstock
20611,Fourstar Men's Collective Denim Pant,Jeans,Fourstar,14,25.01,350.17,0.011111111111111112,2026-03-24,2243,33,1260.0,Overstock
11275,Lipo in a Box Original Firm Control Highwaist Short Nude or Black XS thru 2X,Intimates,Lipo in a Box,16,21.88,350.06,0.011111111111111112,2026-04-21,2246,5,1440.0,Overstock
14681,C-Panty Incision Care Starter Set 2 Pack,Maternity,C-Panty,10,34.99,349.95,0.011111111111111112,2026-03-21,2069,36,900.0,Overstock
8709,Carhartt Women's Flannel Lined Chore Coat,Outerwear & Coats,Carhartt,9,38.88,349.92,0.011111111111111112,2026-03-14,2211,43,810.0,Overstock
28181,Oneill Men's Triumph Hybrid,Swim,O'Neill,12,29.16,349.87,0.0,,1600,,,Dead Stock
2056,Vobaga New Women Korean Fashion Zipper Hoodie Sweater Jacket,Fashion Hoodies & Sweatshirts,Vobaga,15,23.32,349.77,0.011111111111111112,2026-04-22,2113,4,1350.0,Overstock
21789,Ezekiel Men's Weekender Twill Pant,Pants,Ezekiel,13,26.9,349.64,0.011111111111111112,2026-03-15,2246,42,1170.0,Overstock
15475,Dickies Women's Sanded Duck Vest,Plus,Dickies,10,34.96,349.59,0.011111111111111112,2026-04-12,2074,14,900.0,Overstock
21875,WeSC Men's Eddy Chino Pant,Pants,WESC,10,34.96,349.58,0.0,,2068,,,Dead Stock
20872,Worn Men's Octane Jean,Jeans,Worn Jeans,11,31.78,349.57,0.0,,1687,,,Dead Stock
25534,Underworks Mens Compression Bodysuit Girdle Shirt,Underwear,Underworks,16,21.85,349.53,0.011111111111111112,2026-02-20,2288,65,1440.0,Overstock
21381,Volcom Men's Enowen 30 Inch Inseam Jean,Jeans,Volcom,10,34.95,349.52,0.011111111111111112,2026-03-24,2078,33,900.0,Overstock
19628,Boca Classics Cardigan Sweater,Sweaters,Boca Classics,15,23.3,349.5,0.022222222222222223,2026-04-08,2260,18,675.0,Overstock
25571,Smartwool Men's Microweight Boxer Brief,Underwear,SmartWool,14,24.96,349.44,0.022222222222222223,2026-04-22,1975,4,630.0,Overstock
8791,Silver Down Jacket Glacier Shield Weather Resistant Womens Warm Coats CB Sports Collection,Outerwear & Coats,CB,14,24.96,349.38,0.0,,2069,,,Dead Stock
1606,Fox Idealist Pullover Hoody,Fashion Hoodies & Sweatshirts,Fox,13,26.87,349.29,0.011111111111111112,2026-02-06,2261,79,1170.0,Overstock
4281,Levi's 525 Misses Perfect Waist Mid Rise Straight Leg Jean with Tummy Slimming Panel,Jeans,Levi's,11,31.75,349.27,0.0,,2287,,,Dead Stock
20730,Lucky Brand Mens Men's Heritage Low Rise Slim Fit,Jeans,Lucky Brand,7,49.9,349.27,0.0,,2262,,,Dead Stock
22637,RUDE Black Skinny Cords,Pants,Hot Topic,23,15.18,349.23,0.022222222222222223,2026-04-21,2294,5,1035.0,Overstock
20057,Original Penguin Men's Gunnoy Blazer,Suits & Sport Coats,Original Penguin,5,69.84,349.22,0.0,,1686,,,Dead Stock
19003,Ed Garments Men's Zipper Long Sleeve Cardigan. 381,Sweaters,Ed Garments,11,31.75,349.22,0.0,,2303,,,Dead Stock
23771,Columbia Men's Antimony Iii Jacket,Outerwear & Coats,Columbia,6,58.2,349.21,0.0,,1386,,,Dead Stock
23952,Dickies Men's Lined Eisenhower Jacket,Outerwear & Coats,Dickies,11,31.75,349.21,0.011111111111111112,2026-04-21,2049,5,990.0,Overstock
2974,Hot Chillys Women's Micro Elite Chamois 8K Solid Tight,Active,Hot Chillys,12,29.1,349.17,0.0,,2306,,,Dead Stock
21871,IZOD Men's American Chino Slim Fit Pant,Pants,IZOD,12,29.1,349.15,0.044444444444444446,2026-04-16,2280,10,270.0,Overstock
27222,Elvis Men's Lives Full Length Blue Bathrobe,Sleep & Lounge,Elvis,16,21.82,349.15,0.011111111111111112,2026-04-11,2305,15,1440.0,Overstock
6769,Big Star Women's Remy Short,Shorts,BIG STAR,11,31.74,349.14,0.0,,2250,,,Dead Stock
4223,Seven7 Women's Double Needle Boot Jean,Jeans,Seven7,10,34.91,349.14,0.022222222222222223,2026-04-15,1915,11,450.0,Overstock
21507,Key Industries Men's Relaxed Fit Indigo Denim Double Front Logger Dungaree,Jeans,Key Industries,22,15.87,349.1,0.0,,2297,,,Dead Stock
1022,Patty Women Sexy Off Shoulder Buttons Long Sleeve Tunic Jumper,Sweaters,Patty,16,21.82,349.04,0.0,,2303,,,Dead Stock
16680,FEA Merchandising Men's Twilight Breaking Dawn Part 1 Group and Fillagree Tee,Tops & Tees,FEA,23,15.17,349.02,0.011111111111111112,2026-03-01,2074,56,2070.0,Overstock
17268,Harley-Davidson Camp Leatherneck Skull Text Hooded Fleece Mens,Fashion Hoodies & Sweatshirts,Harley-Davidson,13,26.85,348.99,0.0,,2236,,,Dead Stock
16638,UltraClub Men's Classic Wrinkle-Free Long-Sleeve Oxford Shirt. 8970,Tops & Tees,UltraClub,15,23.26,348.96,0.011111111111111112,2026-04-10,2276,16,1350.0,Overstock
18067,DGK Freshman Hooded Varsity Sweatshirt - Men's,Active,DGK,13,26.84,348.93,0.0,,1951,,,Dead Stock
16229,DC Men's Rapport Tank,Tops & Tees,DC,22,15.86,348.92,0.0,,2146,,,Dead Stock
7787,Pendleton Women's Day Brightener Jacket,Blazers & Jackets,Pendleton,10,34.89,348.88,0.0,,2255,,,Dead Stock
11144,SPANX On Top and In Control Modern Scoop Tank (906),Intimates,Spanx,9,38.76,348.84,0.011111111111111112,2026-02-10,2303,75,810.0,Overstock
1215,Minnie Rose Women's Duster Sweater,Sweaters,Minnie Rose,6,58.13,348.8,0.0,,2086,,,Dead Stock
19082,Alex Cannon Men's Autumnal Fairisle Sweater,Sweaters,Alex Cannon,11,31.71,348.76,0.0,,2234,,,Dead Stock
10177,Hanro Women's Juno Short Sleeve Shirt,Sleep & Lounge,Hanro,8,43.59,348.7,0.0,,2253,,,Dead Stock
17196,Threads4Thought Men's Triblend Zip Front Hoodie,Fashion Hoodies & Sweatshirts,Threads4Thought,12,29.06,348.68,0.022222222222222223,2026-04-07,2124,19,540.0,Overstock
19903,Black Stretch Dress Vest #2023,Suits & Sport Coats,Fabian,23,15.16,348.67,0.03333333333333333,2026-04-21,2302,5,690.0,Overstock
27665,O'neill Men's Superfreak Board Short,Swim,O'Neill,10,34.87,348.67,0.011111111111111112,2026-03-02,2265,55,900.0,Overstock
11591,A Very Full Bridal Petticoat Wedding Slip Skirt (888DS),Intimates,BridalPetticoat,13,26.82,348.6,0.011111111111111112,2026-02-25,2304,60,1170.0,Overstock
11686,Hanro Women's Delicate Spaghetti Top,Intimates,Hanro,11,31.68,348.5,0.0,,1774,,,Dead Stock
26806,Majestic International Men's Basics Bengal Stripe Long Sleeve Pajama,Sleep & Lounge,Majestic International,16,21.78,348.48,0.011111111111111112,2026-04-21,2080,5,1440.0,Overstock
28253,Nike Swim Men's Color Swirl Jammer Swimsuit - Varsity Red Navy 28,Swim,Nike,15,23.23,348.45,0.011111111111111112,2026-03-17,2217,40,1350.0,Overstock
1827,Iron Fist - Womens Siesta Skull Hoodie in Black,Fashion Hoodies & Sweatshirts,Iron Fist,12,29.03,348.39,0.011111111111111112,2026-02-10,2218,75,1080.0,Overstock
4768,Flying Monkey Jeans JL51 Denim Leggings - Black,Jeans,Flying Monkey Jeans,14,24.88,348.39,0.011111111111111112,2026-04-17,2057,9,1260.0,Overstock
17786,IZOD Men's Varsity Fleece Pullover Hoodie,Fashion Hoodies & Sweatshirts,IZOD,13,26.79,348.33,0.022222222222222223,2026-03-17,1935,40,585.0,Overstock
26320,Hanro Men's Woolen Silk Longleg,Underwear,Hanro,6,58.05,348.3,0.0,,1769,,,Dead Stock
17093,Carhartt Men's Midweight Hooded Zip-Front Sweatshirt,Fashion Hoodies & Sweatshirts,Carhartt,11,31.66,348.26,0.011111111111111112,2026-04-22,2229,4,990.0,Overstock
27469,Speedo Men's Solar Wave Splice Volley Water Short,Swim,Speedo,12,29.02,348.19,0.011111111111111112,2026-02-20,2253,65,1080.0,Overstock
18991,Paul Fredrick 100% Cotton Cable Full Zip Mock Collar Sweater,Sweaters,Paul Fredrick,7,49.74,348.19,0.0,,1989,,,Dead Stock
27622,RVCA Men's Western II Trunk,Swim,RVCA,15,23.21,348.16,0.011111111111111112,2026-04-15,2277,11,1350.0,Overstock
17915,Eddie Bauer French Rib Quarter Zip,Fashion Hoodies & Sweatshirts,Eddie Bauer,11,31.65,348.16,0.022222222222222223,2026-03-06,2109,51,495.0,Overstock
16872,UltraClub Men's Cypress Long-Sleeve Denim Shirt with Pocket. 8960,Tops & Tees,UltraClub,15,23.21,348.15,0.011111111111111112,2026-02-03,2271,82,1350.0,Overstock
24327,Weatherproof 3-in-1 Systems Jacket,Outerwear & Coats,Weatherproof,5,69.63,348.14,0.011111111111111112,2026-04-12,1746,14,450.0,Overstock
19252,Haggar Men's Dunning Argyle Sweater,Sweaters,Haggar,16,21.76,348.1,0.011111111111111112,2026-02-15,2105,70,1440.0,Overstock
21919,prAna Men's Bronson 32-Inch Inseam Pant,Pants,prAna,11,31.64,348.04,0.022222222222222223,2026-03-07,2011,50,495.0,Overstock
18596,ExOfficio Men's BugsAway Ziwa Pant,Active,ExOfficio,9,38.67,347.99,0.0,,2295,,,Dead Stock
28296,Fox Men's Shattered Boardshort,Swim,Fox,10,34.8,347.99,0.011111111111111112,2026-03-13,1976,44,900.0,Overstock
12361,Blue/Black Babydoll With Thong,Intimates,Coquette,16,21.75,347.93,0.022222222222222223,2026-02-16,2151,69,720.0,Overstock
19837,Tommy Hilfiger Men's Trim Fit Knit Blazer,Suits & Sport Coats,Tommy Hilfiger,7,49.7,347.9,0.0,,1847,,,Dead Stock
14884,Momo Maternity Women's 'Jasmine' Modal Bat Wing Top,Maternity,Momo Maternity,10,34.79,347.88,0.0,,1966,,,Dead Stock
23517,Alpha Industries Men's Ambush Short,Shorts,Alpha Industries,16,21.74,347.82,0.011111111111111112,2026-04-18,2289,8,1440.0,Overstock
21234,Elwood Clothing Men's Handler Jean,Jeans,Elwood,11,31.62,347.82,0.0,,2009,,,Dead Stock
28597,Carrera Hot/S Aviator Sunglasses,Accessories,Carrera,12,28.97,347.67,0.011111111111111112,2026-04-07,2138,19,1080.0,Overstock
27177,Tommy Hilfiger Sleepwear Set (09T0232),Sleep & Lounge,Tommy Hilfiger,16,21.72,347.6,0.011111111111111112,2026-03-02,2056,55,1440.0,Overstock
11685,Commando Camisole,Intimates,Commando,13,26.74,347.57,0.0,,2293,,,Dead Stock
3471,Woolrich Women's Pemberton Dress,Dresses,Woolrich,9,38.59,347.31,0.0,,2256,,,Dead Stock
22174,Fred Perry Men's Chino Pant,Pants,Fred Perry,7,49.62,347.31,0.011111111111111112,2026-04-21,2237,5,630.0,Overstock
