user_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_cell,segment
41138,224,1,163.9,4,4,4,444,Champions
77489,81,1,163.89,5,3,4,534,Potential Loyalists
85477,124,2,163.86,4,4,4,444,Champions
58120,202,2,163.86,4,4,4,444,Champions
66015,398,4,163.85,3,5,4,354,Loyal
30534,6,4,163.85,5,5,4,554,Champions
16177,154,1,163.85,4,4,4,444,Champions
80725,1157,1,163.8,1,1,4,114,Hibernating
23080,508,1,163.8,3,3,4,334,Needs Attention
79423,17,2,163.76,5,5,4,554,Champions
8474,1083,1,163.71,1,1,4,114,Hibernating
46447,374,1,163.64,3,3,4,334,Needs Attention
67039,1490,1,163.64,1,1,4,114,Hibernating
24120,165,1,163.64,4,4,4,444,Champions
8971,1197,1,163.64,1,1,4,114,Hibernating
61107,71,2,163.61,5,5,4,554,Champions
28957,579,2,163.6,2,5,4,254,At Risk
33710,939,3,163.58,2,5,4,254,At Risk
10889,210,1,163.5,4,4,4,444,Champions
41842,25,2,163.5,5,5,4,554,Champions
65468,619,1,163.5,2,2,4,224,Hibernating
67459,242,2,163.5,4,4,4,444,Champions
10853,555,2,163.5,2,5,4,254,At Risk
63275,383,1,163.5,3,3,4,334,Needs Attention
80677,217,2,163.5,4,4,4,444,Champions
98965,372,1,163.5,3,3,4,334,Needs Attention
96487,55,2,163.5,5,5,4,554,Champions
38552,354,2,163.5,3,4,4,344,Loyal
31157,1167,1,163.49,1,1,4,114,Hibernating
71661,905,1,163.49,2,2,4,224,Hibernating
31461,46,2,163.48,5,5,4,554,Champions
52582,85,1,163.48,5,3,4,534,Potential Loyalists
44556,90,1,163.47,5,3,4,534,Potential Loyalists
49221,1115,1,163.47,1,1,4,114,Hibernating
71938,497,2,163.45,3,5,4,354,Loyal
22275,23,2,163.42,5,5,4,554,Champions
88961,211,3,163.42,4,5,4,454,Champions
73014,447,2,163.4,3,5,4,354,Loyal
91629,355,1,163.39,3,3,4,334,Needs Attention
60802,1521,2,163.39,1,4,4,144,At Risk
20246,9,1,163.38,5,1,4,514,Potential Loyalists
1721,23,2,163.37,5,5,4,554,Champions
72325,331,3,163.33,3,5,4,354,Loyal
67542,165,2,163.31,4,4,4,444,Champions
35921,9,1,163.3,5,1,4,514,Potential Loyalists
34101,649,1,163.3,2,2,4,224,Hibernating
50830,323,1,163.3,3,3,4,334,Needs Attention
39931,5,1,163.3,5,1,4,514,Potential Loyalists
5445,42,1,163.29,5,2,4,524,Potential Loyalists
71704,1574,2,163.26,1,4,4,144,At Risk
66520,192,1,163.24,4,4,4,444,Champions
59334,24,4,163.24,5,5,4,554,Champions
31771,762,1,163.23,2,2,4,224,Hibernating
18811,12,2,163.21,5,5,4,554,Champions
92880,557,2,163.2,2,5,4,254,At Risk
70366,46,2,163.2,5,5,4,554,Champions
38007,47,3,163.19,5,5,4,554,Champions
7016,287,2,163.14,3,4,4,344,Loyal
7827,514,2,163.13,3,5,4,354,Loyal
55308,245,1,163.12,4,4,4,444,Champions
34800,61,1,163.09,5,3,4,534,Potential Loyalists
60347,616,1,163.09,2,2,4,224,Hibernating
98070,200,2,163.06,4,4,4,444,Champions
80807,341,1,163.06,3,3,4,334,Needs Attention
58437,441,2,163.0,3,5,4,354,Loyal
31978,1316,1,163.0,1,1,4,114,Hibernating
16875,792,1,163.0,2,2,4,224,Hibernating
15929,369,1,163.0,3,3,4,334,Needs Attention
9242,666,2,163.0,2,5,4,254,At Risk
25170,833,1,163.0,2,2,4,224,Hibernating
42108,17,3,163.0,5,5,4,554,Champions
35829,187,2,163.0,4,4,4,444,Champions
24114,431,2,163.0,3,5,4,354,Loyal
48519,1659,1,163.0,1,1,4,114,Hibernating
72238,761,1,163.0,2,2,4,224,Hibernating
47364,367,1,163.0,3,3,4,334,Needs Attention
38095,137,1,163.0,4,4,4,444,Champions
10601,970,1,163.0,2,2,4,224,Hibernating
58086,689,1,163.0,2,2,4,224,Hibernating
64120,922,2,162.99,2,5,4,254,At Risk
16867,699,1,162.99,2,2,4,224,Hibernating
22878,223,2,162.99,4,4,4,444,Champions
51437,2,1,162.99,5,1,4,514,Potential Loyalists
6620,1230,1,162.99,1,1,4,114,Hibernating
72039,523,1,162.99,3,3,4,334,Needs Attention
78827,4,1,162.99,5,1,4,514,Potential Loyalists
84023,109,2,162.99,4,4,4,444,Champions
96071,2310,2,162.99,1,4,4,144,At Risk
91396,431,1,162.99,3,3,4,334,Needs Attention
65203,68,1,162.98,5,3,4,534,Potential Loyalists
52319,619,1,162.98,2,2,4,224,Hibernating
94676,250,2,162.98,4,4,4,444,Champions
28689,362,2,162.97,3,4,4,344,Loyal
1867,465,1,162.97,3,3,4,334,Needs Attention
26756,5,3,162.97,5,5,4,554,Champions
93755,279,1,162.96,3,3,4,334,Needs Attention
15712,494,2,162.95,3,5,4,354,Loyal
45653,4,1,162.95,5,1,4,514,Potential Loyalists
6559,968,2,162.95,2,5,4,254,At Risk
83026,760,1,162.95,2,2,4,224,Hibernating
64328,624,2,162.95,2,5,4,254,At Risk
90538,663,1,162.95,2,2,4,224,Hibernating
69369,13,2,162.94,5,5,4,554,Champions
10107,678,3,162.94,2,5,4,254,At Risk
8238,174,4,162.94,4,5,4,454,Champions
1956,474,1,162.94,3,3,4,334,Needs Attention
4336,310,1,162.92,3,3,4,334,Needs Attention
29281,306,2,162.91,3,4,4,344,Loyal
10524,29,1,162.91,5,2,4,524,Potential Loyalists
71940,8,2,162.91,5,4,4,544,Champions
72679,27,2,162.9,5,5,4,554,Champions
14505,174,2,162.89,4,4,4,444,Champions
52900,363,1,162.89,3,3,4,334,Needs Attention
46743,5,2,162.87,5,4,4,544,Champions
66917,310,1,162.82,3,3,4,334,Needs Attention
39811,199,3,162.77,4,5,4,454,Champions
37519,1281,2,162.75,1,4,4,144,At Risk
69150,1792,1,162.74,1,1,4,114,Hibernating
28388,27,1,162.73,5,2,4,524,Potential Loyalists
86175,434,1,162.66,3,3,4,334,Needs Attention
37223,1176,3,162.6,1,5,4,154,At Risk
62128,617,2,162.58,2,5,4,254,At Risk
63722,453,2,162.56,3,5,4,354,Loyal
98903,57,2,162.55,5,5,4,554,Champions
69429,995,1,162.55,2,2,4,224,Hibernating
24921,1420,1,162.54,1,1,4,114,Hibernating
71988,755,2,162.53,2,5,4,254,At Risk
89800,30,1,162.53,5,2,4,524,Potential Loyalists
25521,1839,1,162.5,1,1,4,114,Hibernating
84237,6,1,162.5,5,1,4,514,Potential Loyalists
8441,649,1,162.5,2,2,4,224,Hibernating
32890,1736,1,162.5,1,1,4,114,Hibernating
63450,109,1,162.5,4,3,4,434,Potential Loyalists
19625,150,1,162.5,4,4,4,444,Champions
7896,157,2,162.49,4,4,4,444,Champions
28370,15,3,162.49,5,5,4,554,Champions
85202,68,3,162.49,5,5,4,554,Champions
11559,308,1,162.48,3,3,4,334,Needs Attention
12769,407,3,162.47,3,5,4,354,Loyal
7866,95,2,162.47,4,4,4,444,Champions
20358,308,3,162.46,3,5,4,354,Loyal
91469,248,1,162.45,4,4,4,444,Champions
36155,842,2,162.45,2,5,4,254,At Risk
52863,172,2,162.45,4,4,4,444,Champions
81592,8,2,162.45,5,4,4,544,Champions
40149,34,2,162.44,5,5,4,554,Champions
15174,1786,1,162.43,1,1,4,114,Hibernating
32625,3,2,162.41,5,4,4,544,Champions
52526,65,2,162.4,5,5,4,554,Champions
45024,704,3,162.38,2,5,4,254,At Risk
8684,1008,2,162.38,2,5,4,254,At Risk
67843,453,1,162.37,3,3,4,334,Needs Attention
16443,3,2,162.35,5,4,4,544,Champions
59632,1606,2,162.35,1,4,4,144,At Risk
50897,130,2,162.35,4,4,4,444,Champions
93248,937,2,162.35,2,5,4,254,At Risk
52571,321,1,162.32,3,3,4,334,Needs Attention
13508,650,1,162.28,2,2,4,224,Hibernating
23066,399,1,162.28,3,3,4,334,Needs Attention
35300,1247,2,162.24,1,4,4,144,At Risk
61484,6,2,162.23,5,4,4,544,Champions
30300,660,2,162.22,2,5,4,254,At Risk
82153,1711,1,162.16,1,1,4,114,Hibernating
60563,1174,1,162.16,1,1,4,114,Hibernating
20604,826,1,162.16,2,2,4,224,Hibernating
28500,814,3,162.16,2,5,4,254,At Risk
1138,1191,1,162.16,1,1,4,114,Hibernating
84124,305,1,162.16,3,3,4,334,Needs Attention
54812,1815,1,162.14,1,1,4,114,Hibernating
28866,109,2,162.12,4,4,4,444,Champions
63095,1245,1,162.06,1,1,4,114,Hibernating
38638,8,3,162.04,5,5,4,554,Champions
58483,94,3,162.04,4,5,4,454,Champions
92628,552,1,162.0,2,2,4,224,Hibernating
20865,486,2,162.0,3,5,4,354,Loyal
45943,59,3,162.0,5,5,4,554,Champions
48639,104,1,162.0,4,3,4,434,Potential Loyalists
61733,300,1,162.0,3,3,4,334,Needs Attention
3035,681,3,162.0,2,5,4,254,At Risk
48636,6,2,162.0,5,4,4,544,Champions
7049,97,1,162.0,4,3,4,434,Potential Loyalists
29247,577,1,162.0,2,2,4,224,Hibernating
65921,1182,2,162.0,1,4,4,144,At Risk
84037,1660,2,162.0,1,4,4,144,At Risk
16794,16,3,162.0,5,5,4,554,Champions
36307,295,1,162.0,3,3,4,334,Needs Attention
63032,516,1,161.99,3,3,4,334,Needs Attention
36561,121,1,161.99,4,3,4,434,Potential Loyalists
84452,233,2,161.99,4,4,4,444,Champions
27312,309,2,161.99,3,4,4,344,Loyal
12523,198,3,161.98,4,5,4,454,Champions
86312,7,3,161.98,5,5,4,554,Champions
12732,1376,1,161.98,1,1,4,114,Hibernating
91237,222,3,161.98,4,5,4,454,Champions
70743,324,1,161.98,3,3,4,334,Needs Attention
7453,797,2,161.98,2,5,4,254,At Risk
68846,142,2,161.97,4,4,4,444,Champions
33903,136,3,161.97,4,5,4,454,Champions
17264,279,2,161.97,3,4,4,344,Loyal
4776,1702,1,161.97,1,1,4,114,Hibernating
57781,45,1,161.96,5,2,4,524,Potential Loyalists
59199,16,2,161.95,5,5,4,554,Champions
39388,250,2,161.95,4,4,4,444,Champions
66658,69,2,161.95,5,5,4,554,Champions
80884,230,2,161.95,4,4,4,444,Champions
76625,426,1,161.95,3,3,4,334,Needs Attention
87650,778,1,161.95,2,2,4,224,Hibernating
51834,71,3,161.95,5,5,4,554,Champions
33983,415,2,161.94,3,5,4,354,Loyal
75891,315,1,161.94,3,3,4,334,Needs Attention
77671,1303,1,161.94,1,1,4,114,Hibernating
69356,112,1,161.94,4,3,4,434,Potential Loyalists
31329,64,2,161.93,5,5,4,554,Champions
75627,411,1,161.93,3,3,4,334,Needs Attention
88605,99,2,161.93,4,4,4,444,Champions
52852,5,2,161.93,5,4,4,544,Champions
2610,147,2,161.92,4,4,4,444,Champions
3379,149,3,161.91,4,5,4,454,Champions
6263,48,3,161.89,5,5,4,554,Champions
87036,605,2,161.89,2,5,4,254,At Risk
19397,572,2,161.88,2,5,4,254,At Risk
93329,195,2,161.87,4,4,4,444,Champions
51820,83,3,161.86,5,5,4,554,Champions
65896,12,2,161.86,5,5,4,554,Champions
99451,558,2,161.86,2,5,4,254,At Risk
26849,1506,1,161.85,1,1,4,114,Hibernating
16230,600,1,161.85,2,2,4,224,Hibernating
94008,1,1,161.84,5,1,4,514,Potential Loyalists
52225,217,2,161.84,4,4,4,444,Champions
81849,356,2,161.82,3,4,4,344,Loyal
73232,1099,1,161.77,1,1,4,114,Hibernating
56530,235,2,161.73,4,4,4,444,Champions
41571,991,2,161.71,2,5,4,254,At Risk
40430,826,1,161.71,2,2,4,224,Hibernating
11603,628,1,161.7,2,2,4,224,Hibernating
13364,755,2,161.7,2,5,4,254,At Risk
70122,97,1,161.68,4,3,4,434,Potential Loyalists
45489,198,4,161.63,4,5,4,454,Champions
97293,99,1,161.57,4,3,4,434,Potential Loyalists
92124,2,1,161.57,5,1,4,514,Potential Loyalists
81402,1523,2,161.56,1,4,4,144,At Risk
59429,181,1,161.56,4,4,4,444,Champions
47388,100,4,161.52,4,5,4,454,Champions
1949,465,2,161.52,3,5,4,354,Loyal
15995,70,1,161.52,5,3,4,534,Potential Loyalists
70032,552,2,161.51,2,5,4,254,At Risk
2490,1058,2,161.5,1,5,4,154,At Risk
73417,495,2,161.5,3,5,4,354,Loyal
73546,10,2,161.5,5,5,4,554,Champions
48367,1963,1,161.5,1,1,4,114,Hibernating
83520,427,1,161.49,3,3,4,334,Needs Attention
98494,416,2,161.49,3,5,4,354,Loyal
94925,1072,1,161.48,1,1,4,114,Hibernating
27922,917,2,161.48,2,5,4,254,At Risk
91381,178,1,161.47,4,4,4,444,Champions
65372,727,3,161.46,2,5,4,254,At Risk
21576,281,1,161.45,3,3,4,334,Needs Attention
53949,15,2,161.44,5,5,4,554,Champions
91488,436,2,161.43,3,5,4,354,Loyal
32258,115,2,161.42,4,4,4,444,Champions
47028,300,1,161.41,3,3,4,334,Needs Attention
36502,859,2,161.4,2,5,4,254,At Risk
17802,31,3,161.31,5,5,4,554,Champions
62382,173,3,161.28,4,5,4,454,Champions
38152,15,2,161.27,5,5,4,554,Champions
25938,404,2,161.26,3,5,4,354,Loyal
26562,1162,1,161.25,1,1,4,114,Hibernating
99875,2073,1,161.25,1,1,4,114,Hibernating
32396,364,2,161.21,3,4,4,344,Loyal
63666,360,1,161.2,3,3,4,334,Needs Attention
98521,559,1,161.19,2,2,4,224,Hibernating
65363,700,2,161.19,2,5,4,254,At Risk
34992,336,2,161.18,3,4,4,344,Loyal
55999,1396,2,161.17,1,4,4,144,At Risk
51607,1585,1,161.17,1,1,4,114,Hibernating
46052,647,2,161.16,2,5,4,254,At Risk
62803,397,2,161.16,3,5,4,354,Loyal
59001,695,2,161.13,2,5,4,254,At Risk
84917,675,2,161.1,2,5,4,254,At Risk
46384,9,2,161.09,5,4,4,544,Champions
41394,3,2,161.08,5,4,4,544,Champions
86436,168,4,161.06,4,5,4,454,Champions
5864,288,3,161.05,3,5,4,354,Loyal
28141,335,2,161.03,3,4,4,344,Loyal
79152,64,1,161.0,5,3,4,534,Potential Loyalists
49418,118,3,161.0,4,5,4,454,Champions
45870,541,1,161.0,3,3,4,334,Needs Attention
14917,1749,1,161.0,1,1,4,114,Hibernating
4306,550,1,161.0,2,2,4,224,Hibernating
16909,202,2,161.0,4,4,4,444,Champions
8692,193,1,161.0,4,4,4,444,Champions
87039,657,2,161.0,2,5,4,254,At Risk
80369,33,1,161.0,5,2,4,524,Potential Loyalists
93698,1079,1,161.0,1,1,4,114,Hibernating
90996,1832,1,161.0,1,1,4,114,Hibernating
50797,539,3,160.99,3,5,4,354,Loyal
14324,1250,2,160.99,1,4,4,144,At Risk
7857,511,2,160.99,3,5,4,354,Loyal
82237,59,3,160.99,5,5,4,554,Champions
56845,53,2,160.99,5,5,4,554,Champions
37762,33,1,160.99,5,2,4,524,Potential Loyalists
69923,800,2,160.99,2,5,4,254,At Risk
33487,52,2,160.99,5,5,4,554,Champions
48308,324,1,160.99,3,3,4,334,Needs Attention
95414,40,3,160.99,5,5,4,554,Champions
91217,5,2,160.99,5,4,4,544,Champions
55176,454,3,160.98,3,5,4,354,Loyal
72184,1385,2,160.97,1,4,4,144,At Risk
55696,1318,1,160.97,1,1,4,114,Hibernating
23538,66,2,160.96,5,5,4,554,Champions
67317,440,2,160.95,3,5,4,354,Loyal
52321,499,2,160.95,3,5,4,354,Loyal
277,180,3,160.95,4,5,4,454,Champions
35257,7,2,160.94,5,4,4,544,Champions
27024,173,3,160.93,4,5,4,454,Champions
43326,246,4,160.93,4,5,4,454,Champions
508,498,3,160.93,3,5,4,354,Loyal
88079,21,1,160.92,5,2,4,524,Potential Loyalists
95520,32,2,160.92,5,5,4,554,Champions
15579,360,1,160.92,3,3,4,334,Needs Attention
32295,724,1,160.9,2,2,4,224,Hibernating
95378,40,3,160.88,5,5,4,554,Champions
5149,1821,2,160.87,1,4,4,144,At Risk
78173,1,2,160.86,5,4,4,544,Champions
29758,1565,1,160.85,1,1,4,114,Hibernating
5227,144,1,160.85,4,4,4,444,Champions
24304,304,2,160.8,3,4,4,344,Loyal
2090,36,2,160.8,5,5,4,554,Champions
532,18,2,160.76,5,5,4,554,Champions
11376,691,1,160.73,2,2,4,224,Hibernating
52380,158,2,160.73,4,4,4,444,Champions
62155,165,2,160.73,4,4,4,444,Champions
84877,52,2,160.67,5,5,4,554,Champions
44404,382,1,160.65,3,3,4,334,Needs Attention
85294,620,1,160.58,2,2,4,224,Hibernating
18004,1358,2,160.57,1,4,4,144,At Risk
79835,1606,2,160.55,1,4,4,144,At Risk
83637,300,1,160.52,3,3,4,334,Needs Attention
72290,36,2,160.5,5,5,4,554,Champions
75359,8,2,160.5,5,4,4,544,Champions
77720,594,3,160.49,2,5,4,254,At Risk
46319,70,2,160.49,5,5,4,554,Champions
28349,1532,1,160.49,1,1,4,114,Hibernating
17219,271,2,160.47,3,4,4,344,Loyal
60393,837,2,160.46,2,5,4,254,At Risk
77505,53,3,160.45,5,5,4,554,Champions
80419,720,1,160.45,2,2,4,224,Hibernating
9548,153,2,160.44,4,4,4,444,Champions
40850,566,1,160.44,2,2,4,224,Hibernating
83924,158,2,160.44,4,4,4,444,Champions
83329,425,1,160.41,3,3,4,334,Needs Attention
54847,22,4,160.41,5,5,4,554,Champions
58962,121,1,160.4,4,3,4,434,Potential Loyalists
28168,763,1,160.38,2,2,4,224,Hibernating
79458,2100,1,160.37,1,1,4,114,Hibernating
9515,229,2,160.33,4,4,4,444,Champions
67714,203,3,160.32,4,5,4,454,Champions
7918,44,3,160.3,5,5,4,554,Champions
33401,2495,1,160.26,1,1,4,114,Hibernating
54883,61,2,160.23,5,5,4,554,Champions
71875,1643,1,160.2,1,1,4,114,Hibernating
45506,21,4,160.2,5,5,4,554,Champions
30480,99,3,160.19,4,5,4,454,Champions
95291,1413,1,160.18,1,1,4,114,Hibernating
19867,219,1,160.11,4,4,4,444,Champions
51137,352,2,160.1,3,4,4,344,Loyal
94649,56,2,160.08,5,5,4,554,Champions
34561,67,2,160.08,5,5,4,554,Champions
38312,221,2,160.06,4,4,4,444,Champions
26229,1123,3,160.03,1,5,4,154,At Risk
73522,156,2,160.01,4,4,4,444,Champions
77736,339,1,160.0,3,3,4,334,Needs Attention
45999,401,1,160.0,3,3,4,334,Needs Attention
78247,1948,1,160.0,1,1,4,114,Hibernating
97941,699,1,160.0,2,2,4,224,Hibernating
96402,92,2,160.0,5,5,4,554,Champions
99405,1513,1,160.0,1,1,4,114,Hibernating
50772,500,1,160.0,3,3,4,334,Needs Attention
52389,463,1,160.0,3,3,4,334,Needs Attention
46205,28,1,160.0,5,2,4,524,Potential Loyalists
82877,525,1,160.0,3,3,4,334,Needs Attention
22431,771,2,160.0,2,5,4,254,At Risk
11238,610,2,160.0,2,5,4,254,At Risk
55843,888,1,160.0,2,2,4,224,Hibernating
5619,26,1,160.0,5,2,4,524,Potential Loyalists
74342,21,1,160.0,5,2,4,524,Potential Loyalists
97739,822,1,160.0,2,2,4,224,Hibernating
6089,122,1,160.0,4,3,4,434,Potential Loyalists
17431,204,1,160.0,4,4,4,444,Champions
47941,81,1,160.0,5,3,4,534,Potential Loyalists
25992,2155,1,160.0,1,1,4,114,Hibernating
95573,1576,1,160.0,1,1,4,114,Hibernating
31655,601,1,160.0,2,2,4,224,Hibernating
55644,437,1,160.0,3,3,4,334,Needs Attention
43472,302,1,160.0,3,3,4,334,Needs Attention
15701,98,1,160.0,4,3,4,434,Potential Loyalists
52647,41,1,160.0,5,2,4,524,Potential Loyalists
24048,657,1,160.0,2,2,4,224,Hibernating
4255,109,1,160.0,4,3,4,434,Potential Loyalists
70772,288,1,160.0,3,3,4,334,Needs Attention
42820,83,1,160.0,5,3,4,534,Potential Loyalists
53908,1101,1,160.0,1,1,4,114,Hibernating
36420,35,1,160.0,5,2,4,524,Potential Loyalists
90051,1883,1,160.0,1,1,4,114,Hibernating
91075,1379,1,160.0,1,1,4,114,Hibernating
55744,315,1,160.0,3,3,4,334,Needs Attention
83352,190,1,160.0,4,4,4,444,Champions
23282,239,2,160.0,4,4,4,444,Champions
72281,701,1,160.0,2,2,4,224,Hibernating
73001,910,1,160.0,2,2,4,224,Hibernating
57324,157,2,160.0,4,4,4,444,Champions
55444,522,1,160.0,3,3,4,334,Needs Attention
34048,22,2,159.99,5,5,4,554,Champions
34951,22,1,159.99,5,2,4,524,Potential Loyalists
60608,153,1,159.99,4,4,4,444,Champions
97521,291,1,159.99,3,3,4,334,Needs Attention
64880,60,1,159.99,5,3,4,534,Potential Loyalists
6842,155,1,159.99,4,4,4,444,Champions
78550,94,2,159.99,4,4,4,444,Champions
61553,1638,1,159.99,1,1,4,114,Hibernating
74603,156,2,159.99,4,4,4,444,Champions
79589,1098,1,159.99,1,1,4,114,Hibernating
63343,56,1,159.99,5,3,4,534,Potential Loyalists
90683,74,1,159.99,5,3,4,534,Potential Loyalists
39904,91,1,159.99,5,3,4,534,Potential Loyalists
34200,1294,2,159.99,1,4,4,144,At Risk
812,178,1,159.99,4,4,4,444,Champions
53697,1606,1,159.99,1,1,4,114,Hibernating
29560,44,1,159.99,5,2,4,524,Potential Loyalists
78040,1286,1,159.99,1,1,4,114,Hibernating
24389,61,1,159.99,5,3,4,534,Potential Loyalists
48922,172,1,159.99,4,4,4,444,Champions
11052,113,2,159.99,4,4,4,444,Champions
88935,1420,1,159.99,1,1,4,114,Hibernating
71304,1262,1,159.99,1,1,4,114,Hibernating
86887,681,1,159.99,2,2,4,224,Hibernating
84657,126,1,159.99,4,3,4,434,Potential Loyalists
25858,664,2,159.99,2,5,4,254,At Risk
96323,2130,1,159.99,1,1,4,114,Hibernating
1204,159,1,159.99,4,4,4,444,Champions
45233,570,2,159.99,2,5,4,254,At Risk
30834,247,1,159.99,4,4,4,444,Champions
49067,234,2,159.98,4,4,4,444,Champions
22847,812,1,159.98,2,2,4,224,Hibernating
53678,291,1,159.98,3,3,4,334,Needs Attention
73141,845,4,159.98,2,5,4,254,At Risk
73659,1151,3,159.97,1,5,4,154,At Risk
81953,679,4,159.96,2,5,4,254,At Risk
39068,399,2,159.96,3,5,4,354,Loyal
53009,747,1,159.95,2,2,4,224,Hibernating
5012,211,2,159.95,4,4,4,444,Champions
40500,135,1,159.95,4,4,4,444,Champions
61045,315,1,159.95,3,3,4,334,Needs Attention
19002,766,2,159.95,2,5,4,254,At Risk
6175,1362,1,159.95,1,1,4,114,Hibernating
88848,270,1,159.95,4,4,4,444,Champions
25261,2066,1,159.95,1,1,4,114,Hibernating
41803,1706,1,159.95,1,1,4,114,Hibernating
38816,979,1,159.95,2,2,4,224,Hibernating
4042,459,1,159.95,3,3,4,334,Needs Attention
90140,1091,1,159.95,1,1,4,114,Hibernating
12579,719,1,159.95,2,2,4,224,Hibernating
13192,2260,1,159.95,1,1,4,114,Hibernating
48731,1348,1,159.95,1,1,4,114,Hibernating
85421,1162,1,159.95,1,1,4,114,Hibernating
69512,390,1,159.95,3,3,4,334,Needs Attention
27956,305,1,159.95,3,3,4,334,Needs Attention
82397,157,1,159.95,4,4,4,444,Champions
47692,824,2,159.94,2,5,4,254,At Risk
51962,93,1,159.94,5,3,4,534,Potential Loyalists
96697,786,2,159.94,2,5,4,254,At Risk
61621,639,2,159.94,2,5,4,254,At Risk
2478,905,3,159.94,2,5,4,254,At Risk
71537,37,2,159.94,5,5,4,554,Champions
29710,1439,2,159.94,1,4,4,144,At Risk
12956,366,2,159.93,3,4,4,344,Loyal
28685,1639,2,159.9,1,4,4,144,At Risk
41227,172,3,159.9,4,5,4,454,Champions
78012,1074,1,159.9,1,1,4,114,Hibernating
1392,741,1,159.89,2,2,4,224,Hibernating
66188,9,3,159.89,5,5,4,554,Champions
90481,151,2,159.88,4,4,4,444,Champions
59958,61,2,159.88,5,5,4,554,Champions
8864,698,1,159.88,2,2,4,224,Hibernating
63326,386,3,159.87,3,5,4,354,Loyal
72908,424,1,159.84,3,3,4,334,Needs Attention
79128,7,2,159.83,5,4,4,544,Champions
37470,438,4,159.83,3,5,4,354,Loyal
60524,15,1,159.8,5,2,4,524,Potential Loyalists
6951,347,1,159.79,3,3,4,334,Needs Attention
94269,361,2,159.77,3,4,4,344,Loyal
60873,20,1,159.74,5,2,4,524,Potential Loyalists
66152,648,2,159.73,2,5,4,254,At Risk
69937,166,2,159.72,4,4,4,444,Champions
55983,342,2,159.7,3,4,4,344,Loyal
51803,61,3,159.69,5,5,4,554,Champions
85282,1475,1,159.66,1,1,4,114,Hibernating
30607,78,3,159.63,5,5,4,554,Champions
85896,126,4,159.63,4,5,4,454,Champions
61910,668,4,159.63,2,5,4,254,At Risk
6013,759,2,159.62,2,5,4,254,At Risk
5895,13,1,159.58,5,2,4,524,Potential Loyalists
85840,43,2,159.56,5,5,4,554,Champions
46671,1027,1,159.56,1,1,4,114,Hibernating
61286,9,2,159.55,5,5,4,554,Champions
86605,227,2,159.51,4,4,4,444,Champions
96026,428,1,159.5,3,3,4,334,Needs Attention
73802,341,2,159.5,3,4,4,344,Loyal
42587,288,1,159.5,3,3,4,334,Needs Attention
27279,1028,1,159.5,1,1,4,114,Hibernating
1457,71,1,159.5,5,3,4,534,Potential Loyalists
96581,64,1,159.5,5,3,4,534,Potential Loyalists
8715,757,2,159.49,2,5,4,254,At Risk
59725,355,2,159.49,3,4,4,344,Loyal
37265,51,4,159.49,5,5,4,554,Champions
36690,200,1,159.49,4,4,4,444,Champions
16634,126,2,159.49,4,4,4,444,Champions
23245,51,1,159.49,5,2,4,524,Potential Loyalists
64075,90,2,159.49,5,5,4,554,Champions
66851,658,1,159.49,2,2,4,224,Hibernating
86565,634,1,159.49,2,2,4,224,Hibernating
31090,123,4,159.47,4,5,4,454,Champions
1184,501,1,159.47,3,3,4,334,Needs Attention
30096,684,2,159.45,2,5,4,254,At Risk
12352,523,2,159.45,3,5,4,354,Loyal
32070,183,1,159.45,4,4,4,444,Champions
12674,6,2,159.45,5,4,4,544,Champions
82555,1418,1,159.44,1,1,4,114,Hibernating
83556,430,1,159.44,3,3,4,334,Needs Attention
13869,252,3,159.44,4,5,4,454,Champions
90950,852,2,159.44,2,5,4,254,At Risk
93461,130,3,159.44,4,5,4,454,Champions
7461,510,2,159.44,3,5,4,354,Loyal
1160,10,2,159.44,5,5,4,554,Champions
30734,243,3,159.44,4,5,4,454,Champions
34745,1213,1,159.44,1,1,4,114,Hibernating
17356,197,1,159.43,4,4,4,444,Champions
94988,528,1,159.42,3,3,4,334,Needs Attention
7550,75,3,159.42,5,5,4,554,Champions
1925,837,3,159.41,2,5,4,254,At Risk
35682,507,3,159.38,3,5,4,354,Loyal
50043,308,1,159.38,3,3,4,334,Needs Attention
23591,6,4,159.32,5,5,4,554,Champions
57038,5,2,159.22,5,4,4,544,Champions
8749,699,2,159.19,2,5,4,254,At Risk
12388,798,1,159.18,2,2,4,224,Hibernating
14724,170,2,159.16,4,4,4,444,Champions
28664,267,2,159.11,4,4,4,444,Champions
9326,16,4,159.09,5,5,4,554,Champions
92291,303,2,159.09,3,4,4,344,Loyal
78680,16,2,159.07,5,5,4,554,Champions
56800,419,1,159.05,3,3,4,334,Needs Attention
12825,120,3,159.04,4,5,4,454,Champions
315,2147,1,159.03,1,1,4,114,Hibernating
57595,720,1,159.02,2,2,4,224,Hibernating
37913,932,1,159.0,2,2,4,224,Hibernating
92814,919,1,159.0,2,2,4,224,Hibernating
28547,258,1,159.0,4,4,4,444,Champions
39536,546,1,159.0,3,3,4,334,Needs Attention
83284,76,1,159.0,5,3,4,534,Potential Loyalists
8107,236,1,159.0,4,4,4,444,Champions
67227,565,1,159.0,2,2,4,224,Hibernating
91000,96,1,159.0,4,3,4,434,Potential Loyalists
89405,1745,1,159.0,1,1,4,114,Hibernating
86094,565,1,159.0,2,2,4,224,Hibernating
